Question ID,LLM Model,Embedding Model,Chunk Size,Context Quality,Answer Relevance,Answer Correctness,Faithfulness to Context,Notes
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,5,5,5,5,"Accurate interpretation of legal conditions for pool with over 60m³"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,2,1,2,"Missing information on building height"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,2,1,2,"No info about roof slope in the context"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,3,4,3,4,"General definition, lacks legal details"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,5,5,5,5,"Precise and accurate"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,5,5,5,5,"Accurate interpretation of legal regulations"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,3,3,2,3,"General answer, missing some legal context"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,2,3,2,3,"Partially correct but missing key legal details"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,4,4,3,4,"Lacks full explanation about basement exclusion"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,5,5,5,5,"Accurate interpretation of land transfer rules"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,2,2,1,2,"Incorrect details about pool registration"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,5,5,5,5,"Accurate legal interpretation for pool with over 60m³"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,2,4,2,3,"Incorrect height information (35m vs. 7.5m)"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,3,1,2,"Lacks necessary details about roof slope"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,3,4,3,4,"Lacks full legal reference for the definition"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,5,5,5,5,"Accurate and precise"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,5,5,5,5,"Accurate and consistent with legal requirements"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,2,3,2,3,"General but lacks full detail on exceptions"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,2,3,2,3,"Partially correct, needs more legal context"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,4,4,3,4,"Needs clarification on basement exclusion"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,5,5,5,5,"Accurate legal interpretation for land transfer"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,2,2,1,2,"Incorrect details regarding pool registration requirements"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,5,5,5,5,"Correct legal interpretation regarding pool with over 60m³"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,2,4,2,3,"Incorrect height information (12m vs. 7.5m)"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,3,1,2,"Missing roof slope details in the context"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,3,4,3,4,"General definition, lacks specific legal context"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,5,5,5,5,"Accurate and precise"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,5,5,5,5,"Correct and complete interpretation"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,3,4,3,4,"Accurate but lacks exceptions"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,2,1,2,"Incorrect interpretation of tool shed regulation"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,3,4,3,4,"Confusing basement exclusion and size restrictions"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,5,5,5,5,"Accurate legal interpretation regarding land transfer"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,2,2,1,2,"Incorrect details about pool registration"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,5,5,5,5,"Accurate legal interpretation for pool with over 60m³"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,2,4,2,3,"Incorrect height (35m vs. 7.5m)"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,3,1,2,"Missing information about roof slope regulations"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,3,4,3,4,"General but lacks specifics on legal context"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,5,5,5,5,"Accurate and clear"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,5,5,5,5,"Accurate and correct interpretation of legal standards"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,3,4,3,4,"Accurate but lacks full context on exceptions"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,2,1,2,"Incorrect interpretation of the tool shed regulations"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,3,4,3,4,"Incomplete explanation about basement exclusion"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,5,5,5,5,"Accurate interpretation regarding land transfer"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,2,2,1,2,"Incorrect details on pool registration requirements"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,5,5,5,5,"Correct legal interpretation for pools with over 60m³"
