Question ID,LLM Model,Embedding Model,Chunk Size,Context Quality,Answer Relevance,Answer Correctness,Faithfulness to Context,Notes
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,1,2,1,1,"Incorrect answer about notification requirement"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,2,3,1,1,"Incorrect answer about authority notification"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,1,2,1,1,"Completely incorrect height information"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,1,2,1,1,"Generic definition unrelated to legal parameters"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,2,3,1,1,"Incorrect measurement (0.5m vs 20cm)"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,1,3,1,1,"No specific information about required distance"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,1,3,1,1,"Vague answer about building permissions"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,2,4,5,3,"Correct assessment but with vague explanation"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,2,5,5,2,"Correct answer but without details from reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,1,2,1,1,"Incorrect answer about confirmation requirement"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,1,2,1,1,"Incorrect answer about registration"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,2,1,1,"Completely incorrect height information"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,2,1,1,"Generic definition unrelated to legal parameters"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,3,1,1,"No specific information about required distance"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,5,1,1,"Contradicts reference with generic explanation"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,2,4,5,3,"Correct assessment but with vague explanation"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,2,1,1,"Incorrect answer about registration"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,2,1,1,"Generic answer about registration without notification specifics"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,2,1,1,"Completely incorrect height information"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,2,1,1,"Generic description unrelated to legal parameters"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,3,1,1,"No specific information about required distance"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,3,1,1,"Vague answer about building permissions"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,2,4,5,3,"Correct assessment but with vague explanation"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,2,1,1,"Incorrect answer about notification requirement"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,2,1,1,"Incorrect answer about notification requirement"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,2,1,1,"Completely incorrect height information"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,2,1,1,"Generic description unrelated to legal parameters"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,3,1,1,"Missing specific distance requirement"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,3,1,1,"Vague answer about building permissions"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,2,4,5,3,"Correct assessment about construction allowance"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,3,5,1,1,"Incorrect answer contradicting reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,2,1,1,"Incorrect answer about notification requirement"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,2,1,1,"Incorrect answer about registration"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,2,1,1,"Completely incorrect height (35m vs 7.5m)"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,2,1,1,"Generic description unrelated to legal parameters"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,1,1,1,"No information about required distance"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,5,1,1,"Contradicts reference with vague explanation"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,2,4,5,3,"Correct assessment but with vague explanation"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,3,5,5,3,"Correct but lacks specific details from reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,1,1,1,"Incorrect information about registration"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,1,1,1,"Incorrect information about registration"
